name,location,price,area,bhk,price_cr,area_sqft,bhk_count,price_per_sqft
"Vasant Vihar, Delhi, South Delhi","4 BHK Duplex Builder Floor in Vasant Vihar, Delhi",₹20 Cr,"2,400 sqft",4 BHK,20.0,2400.0,4.0,83333.0
Omdev Greater Kailash 2 Premium Builder Floors,"3 BHK Builder Floor in Greater Kailash 2, Delhi",₹6.65 Cr,"2,250 sqft",3 BHK,6.65,2250.0,3.0,29556.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹10.5 Cr,"2,700 sqft",4 BHK,10.5,2700.0,4.0,38889.0
"Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 2, Delhi",₹5.75 Cr,"2,250 sqft",3 BHK,5.75,2250.0,3.0,25556.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹12.75 Cr,"4,500 sqft",4 BHK,12.75,4500.0,4.0,28333.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹7.75 Cr,"3,600 sqft",4 BHK,7.75,3600.0,4.0,21528.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Duplex Builder Floor in Greater Kailash 1, Delhi",₹7.11 Cr,"1,872 sqft",3 BHK,7.11,1872.0,3.0,37981.0
"Green Park, Delhi, South Delhi","3 BHK Builder Floor in Green Park, Delhi",₹6.1 Cr,"1,800 sqft",3 BHK,6.1,1800.0,3.0,33889.0
"Hauz Khas, Delhi, South Delhi","3 BHK Builder Floor in Hauz Khas, Delhi",₹6.15 Cr,"1,800 sqft",3 BHK,6.15,1800.0,3.0,34167.0
"Green Park, Delhi, South Delhi","3 BHK Builder Floor in Green Park, Delhi",₹5.95 Cr,"1,800 sqft",3 BHK,5.95,1800.0,3.0,33056.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹10.97 Cr,"2,700 sqft",4 BHK,10.97,2700.0,4.0,40630.0
"Safdarjung Development Area, Delhi, South Delhi","4 BHK Triplex Builder Floor in Safdarjung Development Area, Delhi",₹22 Cr,"6,200 sqft",4 BHK,22.0,6200.0,4.0,35484.0
E Block Greater Kailash 2,"3 BHK Builder Floor in Greater Kailash 2, Delhi",₹6.26 Cr,"2,248 sqft",3 BHK,6.26,2248.0,3.0,27847.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹8.71 Cr,"2,700 sqft",4 BHK,8.71,2700.0,4.0,32259.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹9.5 Cr,"2,700 sqft",4 BHK,9.5,2700.0,4.0,35185.0
"Kailash Colony, Delhi, South Delhi","3 BHK Builder Floor in Kailash Colony, Delhi",₹4.65 Cr,"1,440 sqft",3 BHK,4.65,1440.0,3.0,32292.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Triplex Builder Floor in Safdarjung Enclave, Delhi",₹13.5 Cr,"4,800 sqft",4 BHK,13.5,4800.0,4.0,28125.0
"Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 2, Delhi",₹7.11 Cr,"2,250 sqft",3 BHK,7.11,2250.0,3.0,31600.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6 Cr,"1,890 sqft",3 BHK,6.0,1890.0,3.0,31746.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.99 Cr,"1,872 sqft",3 BHK,6.99,1872.0,3.0,37340.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹8.25 Cr,"2,709 sqft",4 BHK,8.25,2709.0,4.0,30454.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹10.99 Cr,"2,700 sqft",4 BHK,10.99,2700.0,4.0,40704.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹8.5 Cr,"2,799 sqft",4 BHK,8.5,2799.0,4.0,30368.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹18 Cr,"4,950 sqft",4 BHK,18.0,4950.0,4.0,36364.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Duplex Builder Floor in Greater Kailash 1, Delhi",₹17 Cr,"5,600 sqft",4 BHK,17.0,5600.0,4.0,30357.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.75 Cr,"1,890 sqft",3 BHK,5.75,1890.0,3.0,30423.0
"Vasant Vihar, Delhi, South Delhi","3 BHK Builder Floor in Vasant Vihar, Delhi",₹10.11 Cr,"2,430 sqft",3 BHK,10.11,2430.0,3.0,41605.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Duplex Builder Floor in Vasant Vihar, Delhi",₹21 Cr,"4,500 sqft",4 BHK,21.0,4500.0,4.0,46667.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹14.99 Cr,"3,600 sqft",4 BHK,14.99,3600.0,4.0,41639.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹13 Cr,"2,700 sqft",4 BHK,13.0,2700.0,4.0,48148.0
"Kalkaji, Delhi, South Delhi","3 BHK Builder Floor in Kalkaji, Delhi",₹4.85 Cr,"1,800 sqft",3 BHK,4.85,1800.0,3.0,26944.0
"Saket, Delhi, South Delhi","4 BHK Builder Floor in Saket, Delhi",₹6.25 Cr,"2,700 sqft",4 BHK,6.25,2700.0,4.0,23148.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹5.99 Cr,"1,980 sqft",3 BHK,5.99,1980.0,3.0,30253.0
"Block D Hauz Khas, Delhi, South Delhi","4 BHK Builder Floor in Block D Hauz Khas, Delhi",₹9.1 Cr,"2,700 sqft",4 BHK,9.1,2700.0,4.0,33704.0
"Safdarjung Development Area, Delhi, South Delhi","5 BHK Builder Floor in Safdarjung Development Area, Delhi",₹36 Cr,"4,200 sqft",5 BHK,36.0,4200.0,5.0,85714.0
"Green Park, Delhi, South Delhi","3 BHK Builder Floor in Green Park, Delhi",₹5.65 Cr,"1,800 sqft",3 BHK,5.65,1800.0,3.0,31389.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹9 Cr,"2,889 sqft",4 BHK,9.0,2889.0,4.0,31153.0
"South Extension 2, Delhi, South Delhi","4 BHK Builder Floor in South Extension 2, Delhi",₹12.75 Cr,"3,645 sqft",4 BHK,12.75,3645.0,4.0,34979.0
"South Extension 2, Delhi, South Delhi","4 BHK Builder Floor in South Extension 2, Delhi",₹13.5 Cr,"4,545 sqft",4 BHK,13.5,4545.0,4.0,29703.0
"Anand Niketan, Delhi, South Delhi","3 BHK Builder Floor in Anand Niketan, Delhi",₹10.5 Cr,"2,259 sqft",3 BHK,10.5,2259.0,3.0,46481.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹9 Cr,"1,953 sqft",3 BHK,9.0,1953.0,3.0,46083.0
"Greater Kailash 2, Delhi, South Delhi","5 Bedroom House in Greater Kailash 2, Delhi",₹45 Cr,"4,500 sqft",5 BHK,45.0,4500.0,5.0,100000.0
"Vasant Vihar, Delhi, South Delhi","3 BHK Builder Floor in Vasant Vihar, Delhi",₹15 Cr,"2,250 sqft",3 BHK,15.0,2250.0,3.0,66667.0
"Green Park Extension, Delhi, South Delhi","4 BHK Duplex Builder Floor in Green Park Extension, Delhi",₹9.5 Cr,"2,100 sqft",4 BHK,9.5,2100.0,4.0,45238.0
"Green Park Extension, Delhi, South Delhi","4 BHK Builder Floor in Green Park Extension, Delhi",₹11.5 Cr,"3,150 sqft",4 BHK,11.5,3150.0,4.0,36508.0
Chattarpur Enclave Premium Builder Floors,"3 BHK Builder Floor in Chattarpur, Delhi",₹85 Lac,"1,250 sqft",3 BHK,0.85,1250.0,3.0,6800.0
Holy Chowk,"1 BHK Flat in Neb Sarai, Delhi",₹26 Lac,450 sqft,1 BHK,0.26,450.0,1.0,5778.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹4.55 Cr,"1,800 sqft",3 BHK,4.55,1800.0,3.0,25278.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹7.75 Cr,"2,700 sqft",4 BHK,7.75,2700.0,4.0,28704.0
Golden Aarc Super Luxury Floors SDA,"3 BHK Builder Floor in SDA, Delhi",₹11.5 Cr,"2,500 sqft",3 BHK,11.5,2500.0,3.0,46000.0
500 Yards Second Floor & Terrace 4BHK Lift,"4 BHK Builder Floor in Safdarjung Development Area, Delhi",₹12.9 Cr,"4,500 sqft",4 BHK,12.9,4500.0,4.0,28667.0
250 Yards First Floor 3BHK Brand New Park Facing,"3 BHK Builder Floor in Safdarjung Development Area, Delhi",₹10 Cr,"2,250 sqft",3 BHK,10.0,2250.0,3.0,44444.0
335 Yards Second Floor 4BHK Brand New,"4 BHK Builder Floor in Safdarjung Development Area, Delhi",₹14.5 Cr,"3,015 sqft",4 BHK,14.5,3015.0,4.0,48093.0
"Kailash Colony, Delhi, South Delhi","4 BHK Builder Floor in Kailash Colony, Delhi",₹11.95 Cr,"4,500 sqft",4 BHK,11.95,4500.0,4.0,26556.0
"Hauz Khas, Delhi, South Delhi","4 BHK Builder Floor in Hauz Khas, Delhi",₹9.35 Cr,"2,520 sqft",4 BHK,9.35,2520.0,4.0,37103.0
RWA Sarvodaya Enclave 3.7,"3 BHK Builder Floor in Sarvodaya Enclave, Delhi",₹6.5 Cr,"16,200 sqft",3 BHK,6.5,16200.0,3.0,4012.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹14.1 Cr,"6,300 sqft",4 BHK,14.1,6300.0,4.0,22381.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹8.5 Cr,"2,799 sqft",4 BHK,8.5,2799.0,4.0,30368.0
"Green Park, Delhi, South Delhi","3 BHK Duplex Builder Floor in Green Park, Delhi",₹6.75 Cr,"3,000 sqft",3 BHK,6.75,3000.0,3.0,22500.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.75 Cr,"1,872 sqft",3 BHK,6.75,1872.0,3.0,36058.0
"Hauz Khas Enclave, Delhi, South Delhi","4 BHK Triplex Builder Floor in Hauz Khas Enclave, Delhi",₹25 Cr,"3,800 sqft",4 BHK,25.0,3800.0,4.0,65789.0
"Anand Niketan, Delhi, South Delhi","4 BHK Duplex Builder Floor in Anand Niketan, Delhi",₹18.5 Cr,"2,300 sqft",4 BHK,18.5,2300.0,4.0,80435.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Duplex Builder Floor in Safdarjung Enclave, Delhi",₹7.25 Cr,"1,250 sqft",3 BHK,7.25,1250.0,3.0,58000.0
"Hauz Khas, Delhi, South Delhi","4 BHK Triplex Builder Floor in Hauz Khas, Delhi",₹13.5 Cr,"2,200 sqft",4 BHK,13.5,2200.0,4.0,61364.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹5.5 Cr,"1,800 sqft",3 BHK,5.5,1800.0,3.0,30556.0
"SDA, Delhi, South Delhi","4 BHK Builder Floor in SDA, Delhi",₹14 Cr,"2,700 sqft",4 BHK,14.0,2700.0,4.0,51852.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹8.5 Cr,"2,700 sqft",4 BHK,8.5,2700.0,4.0,31481.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹8.25 Cr,"2,700 sqft",4 BHK,8.25,2700.0,4.0,30556.0
New Ceiling Height Corner,"4 BHK Builder Floor in Greater Kailash 1, Delhi",₹13.5 Cr,"4,500 sqft",4 BHK,13.5,4500.0,4.0,30000.0
GK-1,"4 BHK Builder Floor in Greater Kailash 1, Delhi",₹15 Cr,"4,500 sqft",4 BHK,15.0,4500.0,4.0,33333.0
GK-2,"4 BHK Triplex Builder Floor in Greater Kailash 2, Delhi",₹23 Cr,"6,500 sqft",4 BHK,23.0,6500.0,4.0,35385.0
New 625yds First Floor,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹22.5 Cr,"5,625 sqft",4 BHK,22.5,5625.0,4.0,40000.0
"Hauz Khas, Delhi, South Delhi","4 BHK Builder Floor in Hauz Khas, Delhi",₹8.99 Cr,"2,700 sqft",4 BHK,8.99,2700.0,4.0,33296.0
"Hauz Khas, Delhi, South Delhi","3 BHK Builder Floor in Hauz Khas, Delhi",₹6.1 Cr,"1,800 sqft",3 BHK,6.1,1800.0,3.0,33889.0
GROUND BASEMENT,"4 BHK Duplex Builder Floor in Safdarjung Enclave, Delhi",₹8.75 Cr,"2,313 sqft",4 BHK,8.75,2313.0,4.0,37830.0
Park facing north West facing,"3 BHK Builder Floor in Jor bagh, Delhi",₹25 Cr,"3,600 sqft",3 BHK,25.0,3600.0,3.0,69444.0
BRAND NEW,"4 BHK Builder Floor in Greater Kailash 1, Delhi",₹7.87 Cr,"2,700 sqft",4 BHK,7.87,2700.0,4.0,29148.0
"CR Park, Delhi, South Delhi","3 BHK Builder Floor in CR Park, Delhi",₹5.35 Cr,"1,440 sqft",3 BHK,5.35,1440.0,3.0,37153.0
"SDA, Delhi, South Delhi","4 BHK Triplex Builder Floor in SDA, Delhi",₹14 Cr,"4,200 sqft",4 BHK,14.0,4200.0,4.0,33333.0
"Govind Puri, Delhi, South Delhi","7 Bedroom House in Govind Puri, Delhi",₹3.75 Cr,900 sqft,7 BHK,3.75,900.0,7.0,41667.0
"South Extension 2, Delhi, South Delhi","4 BHK Builder Floor in South Extension 2, Delhi",₹25 Cr,"8,100 sqft",4 BHK,25.0,8100.0,4.0,30864.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹14.85 Cr,"4,635 sqft",4 BHK,14.85,4635.0,4.0,32039.0
"Panchsheel Enclave, Delhi, South Delhi","4 BHK Builder Floor in Panchsheel Enclave, Delhi",₹12.5 Cr,"2,790 sqft",4 BHK,12.5,2790.0,4.0,44803.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹13 Cr,"2,925 sqft",3 BHK,13.0,2925.0,3.0,44444.0
Greater Kailash 1 Builder Floors,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.91 Cr,"1,872 sqft",3 BHK,6.91,1872.0,3.0,36912.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹11.11 Cr,"3,159 sqft",4 BHK,11.11,3159.0,4.0,35169.0
"Green Park, Delhi, South Delhi","3 BHK Builder Floor in Green Park, Delhi",₹7.01 Cr,"1,809 sqft",3 BHK,7.01,1809.0,3.0,38751.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹8.99 Cr,"2,889 sqft",4 BHK,8.99,2889.0,4.0,31118.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹9.25 Cr,"3,159 sqft",4 BHK,9.25,3159.0,4.0,29281.0
"Green Park, Delhi, South Delhi","4 BHK Duplex Builder Floor in Green Park, Delhi",₹15.99 Cr,"4,600 sqft",4 BHK,15.99,4600.0,4.0,34761.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹16.5 Cr,"4,509 sqft",4 BHK,16.5,4509.0,4.0,36593.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹7 Cr,"1,800 sqft",3 BHK,7.0,1800.0,3.0,38889.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹11 Cr,"3,600 sqft",4 BHK,11.0,3600.0,4.0,30556.0
"Vasant Vihar, Delhi, South Delhi","3 BHK Builder Floor in Vasant Vihar, Delhi",₹10 Cr,"2,340 sqft",3 BHK,10.0,2340.0,3.0,42735.0
"Vasant Vihar, Delhi, South Delhi","3 BHK Builder Floor in Vasant Vihar, Delhi",₹11 Cr,"2,610 sqft",3 BHK,11.0,2610.0,3.0,42146.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Duplex Builder Floor in Vasant Vihar, Delhi",₹19 Cr,"4,500 sqft",4 BHK,19.0,4500.0,4.0,42222.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹22.5 Cr,"7,209 sqft",4 BHK,22.5,7209.0,4.0,31211.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹22.75 Cr,"5,409 sqft",4 BHK,22.75,5409.0,4.0,42060.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹21.5 Cr,"6,300 sqft",4 BHK,21.5,6300.0,4.0,34127.0
"Hauz Khas Enclave, Delhi, South Delhi","4 BHK Builder Floor in Hauz Khas Enclave, Delhi",₹20 Cr,"4,500 sqft",4 BHK,20.0,4500.0,4.0,44444.0
CORNER,"3 BHK Duplex Builder Floor in Kalkaji, Delhi",₹5.15 Cr,"1,800 sqft",3 BHK,5.15,1800.0,3.0,28611.0
"SDA, Delhi, South Delhi","4 BHK Builder Floor in SDA, Delhi",₹16 Cr,"4,680 sqft",4 BHK,16.0,4680.0,4.0,34188.0
"Hauz Khas, Delhi, South Delhi","3 BHK Builder Floor in Hauz Khas, Delhi",₹8 Cr,"2,022 sqft",3 BHK,8.0,2022.0,3.0,39565.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹2.7 Cr,"2,000 sqft",4 BHK,2.7,2000.0,4.0,13500.0
"Vasant Vihar, Delhi, South Delhi","5 BHK Builder Floor in Vasant Vihar, Delhi",₹35.25 Cr,"10,800 sqft",5 BHK,35.25,10800.0,5.0,32639.0
Triplex GF BMT Pvt lift,"4 BHK Triplex Builder Floor in Safdarjung Enclave, Delhi",₹9.5 Cr,"3,600 sqft",4 BHK,9.5,3600.0,4.0,26389.0
"S Block Greater Kailash I, Delhi, South Delhi","4 BHK Builder Floor in S Block Greater Kailash I, Delhi",₹9.1 Cr,"3,060 sqft",4 BHK,9.1,3060.0,4.0,29739.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹15 Cr,"3,600 sqft",4 BHK,15.0,3600.0,4.0,41667.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹6.75 Cr,"2,250 sqft",4 BHK,6.75,2250.0,4.0,30000.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹6.9 Cr,"2,160 sqft",3 BHK,6.9,2160.0,3.0,31944.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹15 Cr,"3,609 sqft",4 BHK,15.0,3609.0,4.0,41563.0
"Hauz Khas, Delhi, South Delhi","4 BHK Builder Floor in Hauz Khas, Delhi",₹6.75 Cr,"2,250 sqft",4 BHK,6.75,2250.0,4.0,30000.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹8.85 Cr,"2,700 sqft",4 BHK,8.85,2700.0,4.0,32778.0
"Swimming Pool,lift,Lawn","5 Bedroom Farm house in Bandh Road, South Delhi",₹31 Cr,"14,850 sqft",5 BHK,31.0,14850.0,5.0,20875.0
Super Luxurious Dubai Style Construction,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹25 Cr,"5,490 sqft",4 BHK,25.0,5490.0,4.0,45537.0
"Chattarpur Extension, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur Extension, Delhi",₹87 Lac,"1,125 sqft",3 BHK,0.87,1125.0,3.0,7733.0
Sector B Pocket 1,"4 BHK Flat in Sector B Vasant Kunj, Delhi",₹4.5 Cr,"2,000 sqft",4 BHK,4.5,2000.0,4.0,22500.0
"Green Park, Delhi, South Delhi","4 BHK Duplex Builder Floor in Green Park, Delhi",₹7.4 Cr,"1,800 sqft",4 BHK,7.4,1800.0,4.0,41111.0
"Vasant Kunj, Delhi, South Delhi","4 Bedroom Farm house in Vasant Kunj, Delhi",₹25 Cr,"10,800 sqft",4 BHK,25.0,10800.0,4.0,23148.0
"Block A Chattarpur Enclave, Delhi, South Delhi","3 BHK Builder Floor in Block A Chattarpur Enclave, Delhi",₹86 Lac,"12,000 sqft",3 BHK,0.86,12000.0,3.0,717.0
"Gulmohar park, Delhi, South Delhi","3 BHK Builder Floor in Gulmohar park, Delhi",₹8.75 Cr,"1,800 sqft",3 BHK,8.75,1800.0,3.0,48611.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹24.5 Cr,"5,400 sqft",4 BHK,24.5,5400.0,4.0,45370.0
"Chattarpur Enclave Phase 2, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur Enclave Phase 2, Delhi",₹1.7 Cr,"1,800 sqft",4 BHK,1.7,1800.0,4.0,9444.0
"Kalkaji, Delhi, South Delhi","3 BHK Builder Floor in Kalkaji, Delhi",₹3.65 Cr,"1,800 sqft",3 BHK,3.65,1800.0,3.0,20278.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹12 Cr,"3,060 sqft",4 BHK,12.0,3060.0,4.0,39216.0
"Green Park Extension, Delhi, South Delhi","4 BHK Builder Floor in Green Park Extension, Delhi",₹9.3 Cr,"3,150 sqft",4 BHK,9.3,3150.0,4.0,29524.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹8.5 Cr,"1,953 sqft",3 BHK,8.5,1953.0,3.0,43523.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹6.5 Cr,"16,200 sqft",3 BHK,6.5,16200.0,3.0,4012.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹8.52 Cr,"1,953 sqft",3 BHK,8.52,1953.0,3.0,43625.0
Chirag Enclave 4.0,"4 BHK Builder Floor in Nehru Place, Delhi",₹14.5 Cr,"4,500 sqft",4 BHK,14.5,4500.0,4.0,32222.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹4.11 Cr,"1,350 sqft",3 BHK,4.11,1350.0,3.0,30444.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹15.25 Cr,"3,600 sqft",4 BHK,15.25,3600.0,4.0,42361.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹1.6 Cr,"2,100 sqft",4 BHK,1.6,2100.0,4.0,7619.0
Nehru Enclave East RWA 3.9,"4 BHK Builder Floor in Nehru Place, Delhi",₹7.6 Cr,"2,700 sqft",4 BHK,7.6,2700.0,4.0,28148.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹3.25 Cr,"1,125 sqft",3 BHK,3.25,1125.0,3.0,28889.0
"South Extension 2, Delhi, South Delhi","4 BHK Builder Floor in South Extension 2, Delhi",₹12 Cr,"4,500 sqft",4 BHK,12.0,4500.0,4.0,26667.0
Rear Side Park,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹15.25 Cr,"3,600 sqft",4 BHK,15.25,3600.0,4.0,42361.0
PARK FACING,"4 BHK Builder Floor in Gulmohar park, Delhi",₹12.85 Cr,"2,700 sqft",4 BHK,12.85,2700.0,4.0,47593.0
Greater Kailash 1 Builder Floors,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.55 Cr,"1,850 sqft",3 BHK,5.55,1850.0,3.0,30000.0
Greater Kailash 1 Builder Floors,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.5 Cr,"1,600 sqft",3 BHK,5.5,1600.0,3.0,34375.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹12.75 Cr,"2,925 sqft",3 BHK,12.75,2925.0,3.0,43590.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Triplex Builder Floor in Greater Kailash 2, Delhi",₹11 Cr,"4,500 sqft",4 BHK,11.0,4500.0,4.0,24444.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹8.61 Cr,"2,700 sqft",4 BHK,8.61,2700.0,4.0,31889.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹11.75 Cr,"3,600 sqft",4 BHK,11.75,3600.0,4.0,32639.0
"Anand Niketan, Delhi, South Delhi","4 BHK Triplex Builder Floor in Anand Niketan, Delhi",₹18 Cr,"5,000 sqft",4 BHK,18.0,5000.0,4.0,36000.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹5.9 Cr,"1,800 sqft",3 BHK,5.9,1800.0,3.0,32778.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹7.6 Cr,"1,800 sqft",3 BHK,7.6,1800.0,3.0,42222.0
"Anand Niketan, Delhi, South Delhi","4 BHK Builder Floor in Anand Niketan, Delhi",₹22 Cr,"3,600 sqft",4 BHK,22.0,3600.0,4.0,61111.0
SBC LUXURY Homes Safdarjung Enclave,"3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹6.25 Cr,"1,800 sqft",3 BHK,6.25,1800.0,3.0,34722.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹24 Cr,"7,200 sqft",4 BHK,24.0,7200.0,4.0,33333.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹12 Cr,"3,060 sqft",3 BHK,12.0,3060.0,3.0,39216.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹17 Cr,"32,400 sqft",4 BHK,17.0,32400.0,4.0,5247.0
"Entire Terrace Rights,Rear Park","4 BHK Builder Floor in Kailash Colony, Delhi",₹15 Cr,"4,500 sqft",4 BHK,15.0,4500.0,4.0,33333.0
Greater Kailash Enclave 1,"4 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.25 Cr,"3,150 sqft",4 BHK,6.25,3150.0,4.0,19841.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹6.65 Cr,"2,250 sqft",3 BHK,6.65,2250.0,3.0,29556.0
"Anand Niketan, Delhi, South Delhi","4 BHK Builder Floor in Anand Niketan, Delhi",₹11.49 Cr,"2,250 sqft",4 BHK,11.49,2250.0,4.0,51067.0
Safdarjung Enclave,"4 BHK Builder Floor in Safdarjung, Delhi",₹7.2 Cr,"2,250 sqft",4 BHK,7.2,2250.0,4.0,32000.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹8.61 Cr,"2,700 sqft",4 BHK,8.61,2700.0,4.0,31889.0
"Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 2, Delhi",₹7.15 Cr,"2,250 sqft",3 BHK,7.15,2250.0,3.0,31778.0
